SampleSize,Trial,Estimator,RuntimeNs
200,82,BarianceOpt,458
200,83,Unbiased,875
200,83,BarianceOpt,416
200,84,Unbiased,958
200,84,BarianceOpt,459
200,85,Unbiased,833
200,85,BarianceOpt,416
200,86,Unbiased,1000
200,86,BarianceOpt,500
200,87,Unbiased,875
200,87,BarianceOpt,542
200,88,Unbiased,958
200,88,BarianceOpt,459
200,89,Unbiased,959
200,89,BarianceOpt,500
200,90,Unbiased,916
200,90,BarianceOpt,417
200,91,Unbiased,917
200,91,BarianceOpt,417
200,92,Unbiased,875
200,92,BarianceOpt,417
200,93,Unbiased,917
200,93,BarianceOpt,416
200,94,Unbiased,958
200,94,BarianceOpt,583
200,95,Unbiased,833
200,95,BarianceOpt,875
200,96,Unbiased,875
200,96,BarianceOpt,500
200,97,Unbiased,917
200,97,BarianceOpt,416
200,98,Unbiased,1291
200,98,BarianceOpt,500
200,99,Unbiased,875
200,99,BarianceOpt,417
400,0,Unbiased,1625
400,0,BarianceOpt,834
400,1,Unbiased,1833
400,1,BarianceOpt,916
400,2,Unbiased,1750
400,2,BarianceOpt,834
400,3,Unbiased,1708
400,3,BarianceOpt,834
400,4,Unbiased,1667
400,4,BarianceOpt,1000
400,5,Unbiased,1667
400,5,BarianceOpt,833
400,6,Unbiased,1667
400,6,BarianceOpt,875
400,7,Unbiased,1667
400,7,BarianceOpt,834
400,8,Unbiased,1667
400,8,BarianceOpt,958
400,9,Unbiased,17500
400,9,BarianceOpt,1042
400,10,Unbiased,1750
400,10,BarianceOpt,834
400,11,Unbiased,1666
400,11,BarianceOpt,834
400,12,Unbiased,1625
400,12,BarianceOpt,833
400,13,Unbiased,1792
400,13,BarianceOpt,958
400,14,Unbiased,1667
400,14,BarianceOpt,958
400,15,Unbiased,1791
400,15,BarianceOpt,833
400,16,Unbiased,1708
400,16,BarianceOpt,875
400,17,Unbiased,1834
400,17,BarianceOpt,833
400,18,Unbiased,1666
400,18,BarianceOpt,1083
400,19,Unbiased,1917
400,19,BarianceOpt,1083
400,20,Unbiased,1791
400,20,BarianceOpt,792
400,21,Unbiased,1709
400,21,BarianceOpt,834
400,22,Unbiased,1666
400,22,BarianceOpt,834
400,23,Unbiased,1667
400,23,BarianceOpt,833
400,24,Unbiased,1667
400,24,BarianceOpt,833
400,25,Unbiased,1667
400,25,BarianceOpt,875
400,26,Unbiased,1792
400,26,BarianceOpt,875
400,27,Unbiased,1667
400,27,BarianceOpt,834
400,28,Unbiased,1708
400,28,BarianceOpt,833
