SampleSize,Trial,Estimator,RuntimeNs
100,109,Unbiased,2042
100,109,BarianceOpt,1333
100,110,Unbiased,2083
100,110,BarianceOpt,1541
100,111,Unbiased,2084
100,111,BarianceOpt,1625
100,112,Unbiased,2375
100,112,BarianceOpt,1667
100,113,Unbiased,2084
100,113,BarianceOpt,1500
100,114,Unbiased,2209
100,114,BarianceOpt,1541
100,115,Unbiased,2083
100,115,BarianceOpt,1500
100,116,Unbiased,2084
100,116,BarianceOpt,1375
100,117,Unbiased,2375
100,117,BarianceOpt,1333
100,118,Unbiased,2083
100,118,BarianceOpt,1500
100,119,Unbiased,2083
100,119,BarianceOpt,1500
100,120,Unbiased,2084
100,120,BarianceOpt,1375
100,121,Unbiased,2084
100,121,BarianceOpt,1541
100,122,Unbiased,2334
100,122,BarianceOpt,1625
100,123,Unbiased,2041
100,123,BarianceOpt,1333
100,124,Unbiased,2042
100,124,BarianceOpt,1375
100,125,Unbiased,2041
100,125,BarianceOpt,1334
100,126,Unbiased,2167
100,126,BarianceOpt,1542
100,127,Unbiased,3459
100,127,BarianceOpt,2042
100,128,Unbiased,2250
100,128,BarianceOpt,1708
100,129,Unbiased,2250
100,129,BarianceOpt,1500
100,130,Unbiased,2083
100,130,BarianceOpt,1500
100,131,Unbiased,2125
100,131,BarianceOpt,1666
100,132,Unbiased,2166
100,132,BarianceOpt,1500
100,133,Unbiased,2417
100,133,BarianceOpt,1625
100,134,Unbiased,2125
100,134,BarianceOpt,1333
100,135,Unbiased,2167
100,135,BarianceOpt,1375
100,136,Unbiased,2209
100,136,BarianceOpt,1500
100,137,Unbiased,2250
100,137,BarianceOpt,1375
100,138,Unbiased,2500
100,138,BarianceOpt,1333
100,139,Unbiased,2166
100,139,BarianceOpt,1500
100,140,Unbiased,2125
100,140,BarianceOpt,1667
100,141,Unbiased,2125
100,141,BarianceOpt,1542
100,142,Unbiased,2083
100,142,BarianceOpt,1500
100,143,Unbiased,2583
100,143,BarianceOpt,1750
100,144,Unbiased,2083
100,144,BarianceOpt,1334
100,145,Unbiased,2083
100,145,BarianceOpt,1500
100,146,Unbiased,2083
100,146,BarianceOpt,1333
100,147,Unbiased,2125
100,147,BarianceOpt,1375
100,148,Unbiased,2583
100,148,BarianceOpt,1334
100,149,Unbiased,2084
100,149,BarianceOpt,1417
100,150,Unbiased,2125
100,150,BarianceOpt,1375
100,151,Unbiased,2083
100,151,BarianceOpt,1375
100,152,Unbiased,2166
100,152,BarianceOpt,1500
100,153,Unbiased,2458
100,153,BarianceOpt,1791
100,154,Unbiased,2167
100,154,BarianceOpt,1375
100,155,Unbiased,2125
100,155,BarianceOpt,1375
100,156,Unbiased,2209
100,156,BarianceOpt,1417
100,157,Unbiased,2167
100,157,BarianceOpt,1542
100,158,Unbiased,5791
100,158,BarianceOpt,1666
100,159,Unbiased,2417
100,159,BarianceOpt,1458
100,160,Unbiased,2250
100,160,BarianceOpt,1500
100,161,Unbiased,792
100,161,BarianceOpt,1541
100,162,Unbiased,584
100,162,BarianceOpt,1500
100,163,Unbiased,417
100,163,BarianceOpt,2250
100,164,Unbiased,584
100,164,BarianceOpt,1583
100,165,Unbiased,458
100,165,BarianceOpt,1334
100,166,Unbiased,459
100,166,BarianceOpt,1500
100,167,Unbiased,458
100,167,BarianceOpt,1584
100,168,Unbiased,10666
100,168,BarianceOpt,4083
100,169,Unbiased,1250
100,169,BarianceOpt,1958
100,170,Unbiased,625
100,170,BarianceOpt,1584
100,171,Unbiased,541
100,171,BarianceOpt,1541
100,172,Unbiased,459
100,172,BarianceOpt,1583
100,173,Unbiased,459
100,173,BarianceOpt,1583
100,174,Unbiased,500
100,174,BarianceOpt,1792
100,175,Unbiased,500
100,175,BarianceOpt,1583
100,176,Unbiased,417
100,176,BarianceOpt,1500
100,177,Unbiased,458
100,177,BarianceOpt,1333
100,178,Unbiased,583
100,178,BarianceOpt,1667
100,179,Unbiased,542
100,179,BarianceOpt,1833
100,180,Unbiased,417
100,180,BarianceOpt,1584
100,181,Unbiased,500
100,181,BarianceOpt,1375
100,182,Unbiased,583
100,182,BarianceOpt,333
100,183,Unbiased,459
100,183,BarianceOpt,208
100,184,Unbiased,417
100,184,BarianceOpt,292
100,185,Unbiased,459
100,185,BarianceOpt,208
100,186,Unbiased,458
100,186,BarianceOpt,250
100,187,Unbiased,459
100,187,BarianceOpt,292
100,188,Unbiased,500
100,188,BarianceOpt,291
100,189,Unbiased,542
100,189,BarianceOpt,333
100,190,Unbiased,500
100,190,BarianceOpt,250
100,191,Unbiased,584
100,191,BarianceOpt,292
100,192,Unbiased,417
100,192,BarianceOpt,250
100,193,Unbiased,458
100,193,BarianceOpt,208
100,194,Unbiased,417
100,194,BarianceOpt,250
100,195,Unbiased,416
100,195,BarianceOpt,375
100,196,Unbiased,500
100,196,BarianceOpt,292
100,197,Unbiased,584
100,197,BarianceOpt,208
100,198,Unbiased,416
100,198,BarianceOpt,208
100,199,Unbiased,959
100,199,BarianceOpt,250
100,200,Unbiased,459
100,200,BarianceOpt,208
100,201,Unbiased,584
100,201,BarianceOpt,375
100,202,Unbiased,541
100,202,BarianceOpt,208
100,203,Unbiased,417
100,203,BarianceOpt,250
100,204,Unbiased,416
100,204,BarianceOpt,250
100,205,Unbiased,459
100,205,BarianceOpt,209
100,206,Unbiased,417
100,206,BarianceOpt,209
100,207,Unbiased,500
100,207,BarianceOpt,250
100,208,Unbiased,500
100,208,BarianceOpt,250
100,209,Unbiased,417
100,209,BarianceOpt,250
100,210,Unbiased,417
100,210,BarianceOpt,250
100,211,Unbiased,416
100,211,BarianceOpt,209
100,212,Unbiased,458
100,212,BarianceOpt,250
100,213,Unbiased,542
100,213,BarianceOpt,333
100,214,Unbiased,583
100,214,BarianceOpt,375
100,215,Unbiased,458
100,215,BarianceOpt,250
100,216,Unbiased,500
100,216,BarianceOpt,333
100,217,Unbiased,541
100,217,BarianceOpt,250
100,218,Unbiased,583
100,218,BarianceOpt,375
100,219,Unbiased,625
100,219,BarianceOpt,250
100,220,Unbiased,417
100,220,BarianceOpt,208
100,221,Unbiased,375
100,221,BarianceOpt,250
100,222,Unbiased,417
100,222,BarianceOpt,292
100,223,Unbiased,500
100,223,BarianceOpt,375
100,224,Unbiased,458
100,224,BarianceOpt,250
100,225,Unbiased,458
100,225,BarianceOpt,250
100,226,Unbiased,458
100,226,BarianceOpt,208
100,227,Unbiased,416
100,227,BarianceOpt,208
100,228,Unbiased,417
100,228,BarianceOpt,208
100,229,Unbiased,417
100,229,BarianceOpt,250
100,230,Unbiased,542
100,230,BarianceOpt,250
100,231,Unbiased,416
100,231,BarianceOpt,250
100,232,Unbiased,583
100,232,BarianceOpt,375
100,233,Unbiased,542
100,233,BarianceOpt,208
100,234,Unbiased,417
100,234,BarianceOpt,292
100,235,Unbiased,417
100,235,BarianceOpt,291
100,236,Unbiased,583
100,236,BarianceOpt,209
100,237,Unbiased,417
100,237,BarianceOpt,209
100,238,Unbiased,500
100,238,BarianceOpt,250
100,239,Unbiased,583
100,239,BarianceOpt,375
100,240,Unbiased,1125
100,240,BarianceOpt,333
100,241,Unbiased,459
100,241,BarianceOpt,208
100,242,Unbiased,500
100,242,BarianceOpt,375
100,243,Unbiased,500
100,243,BarianceOpt,208
100,244,Unbiased,542
100,244,BarianceOpt,250
100,245,Unbiased,375
100,245,BarianceOpt,541
100,246,Unbiased,709
100,246,BarianceOpt,292
100,247,Unbiased,417
100,247,BarianceOpt,250
100,248,Unbiased,416
100,248,BarianceOpt,250
100,249,Unbiased,417
100,249,BarianceOpt,208
100,250,Unbiased,416
100,250,BarianceOpt,250
100,251,Unbiased,417
100,251,BarianceOpt,250
100,252,Unbiased,459
100,252,BarianceOpt,250
100,253,Unbiased,458
100,253,BarianceOpt,250
100,254,Unbiased,417
100,254,BarianceOpt,208
100,255,Unbiased,417
100,255,BarianceOpt,208
100,256,Unbiased,459
100,256,BarianceOpt,250
100,257,Unbiased,417
100,257,BarianceOpt,250
100,258,Unbiased,417
100,258,BarianceOpt,209
100,259,Unbiased,417
100,259,BarianceOpt,209
100,260,Unbiased,542
100,260,BarianceOpt,792
100,261,Unbiased,458
100,261,BarianceOpt,250
100,262,Unbiased,417
100,262,BarianceOpt,250
100,263,Unbiased,583
100,263,BarianceOpt,250
100,264,Unbiased,459
100,264,BarianceOpt,250
100,265,Unbiased,417
100,265,BarianceOpt,208
100,266,Unbiased,417
100,266,BarianceOpt,250
100,267,Unbiased,417
100,267,BarianceOpt,208
100,268,Unbiased,500
100,268,BarianceOpt,208
100,269,Unbiased,458
100,269,BarianceOpt,250
100,270,Unbiased,583
100,270,BarianceOpt,375
100,271,Unbiased,417
100,271,BarianceOpt,334
100,272,Unbiased,417
100,272,BarianceOpt,208
100,273,Unbiased,417
100,273,BarianceOpt,292
100,274,Unbiased,459
100,274,BarianceOpt,208
100,275,Unbiased,417
100,275,BarianceOpt,250
100,276,Unbiased,416
100,276,BarianceOpt,208
100,277,Unbiased,416
100,277,BarianceOpt,250
100,278,Unbiased,459
100,278,BarianceOpt,209
100,279,Unbiased,417
100,279,BarianceOpt,208
100,280,Unbiased,417
100,280,BarianceOpt,250
100,281,Unbiased,1083
100,281,BarianceOpt,250
100,282,Unbiased,584
100,282,BarianceOpt,208
100,283,Unbiased,583
100,283,BarianceOpt,250
100,284,Unbiased,416
100,284,BarianceOpt,250
100,285,Unbiased,417
100,285,BarianceOpt,250
100,286,Unbiased,458
100,286,BarianceOpt,208
100,287,Unbiased,417
100,287,BarianceOpt,208
100,288,Unbiased,416
100,288,BarianceOpt,209
100,289,Unbiased,458
100,289,BarianceOpt,333
100,290,Unbiased,583
100,290,BarianceOpt,250
100,291,Unbiased,458
100,291,BarianceOpt,250
100,292,Unbiased,458
100,292,BarianceOpt,250
100,293,Unbiased,459
100,293,BarianceOpt,208
100,294,Unbiased,458
100,294,BarianceOpt,250
100,295,Unbiased,459
100,295,BarianceOpt,250
100,296,Unbiased,458
100,296,BarianceOpt,208
100,297,Unbiased,500
100,297,BarianceOpt,250
100,298,Unbiased,417
100,298,BarianceOpt,209
100,299,Unbiased,458
100,299,BarianceOpt,250
100,300,Unbiased,416
100,300,BarianceOpt,292
100,301,Unbiased,458
100,301,BarianceOpt,375
100,302,Unbiased,416
100,302,BarianceOpt,209
100,303,Unbiased,500
100,303,BarianceOpt,209
100,304,Unbiased,459
100,304,BarianceOpt,250
100,305,Unbiased,417
100,305,BarianceOpt,208
100,306,Unbiased,417
100,306,BarianceOpt,250
100,307,Unbiased,417
100,307,BarianceOpt,208
100,308,Unbiased,458
100,308,BarianceOpt,208
100,309,Unbiased,416
100,309,BarianceOpt,250
100,310,Unbiased,417
100,310,BarianceOpt,250
100,311,Unbiased,416
100,311,BarianceOpt,208
100,312,Unbiased,416
100,312,BarianceOpt,208
100,313,Unbiased,417
100,313,BarianceOpt,375
100,314,Unbiased,584
100,314,BarianceOpt,250
100,315,Unbiased,417
100,315,BarianceOpt,208
100,316,Unbiased,458
100,316,BarianceOpt,208
100,317,Unbiased,416
100,317,BarianceOpt,250
100,318,Unbiased,459
100,318,BarianceOpt,250
100,319,Unbiased,458
100,319,BarianceOpt,250
100,320,Unbiased,458
100,320,BarianceOpt,209
100,321,Unbiased,541
100,321,BarianceOpt,209
100,322,Unbiased,667
100,322,BarianceOpt,375
100,323,Unbiased,417
100,323,BarianceOpt,208
100,324,Unbiased,416
100,324,BarianceOpt,208
100,325,Unbiased,417
100,325,BarianceOpt,209
100,326,Unbiased,416
100,326,BarianceOpt,333
100,327,Unbiased,458
100,327,BarianceOpt,250
100,328,Unbiased,458
100,328,BarianceOpt,209
100,329,Unbiased,417
100,329,BarianceOpt,208
100,330,Unbiased,500
100,330,BarianceOpt,208
100,331,Unbiased,500
100,331,BarianceOpt,250
100,332,Unbiased,416
100,332,BarianceOpt,208
100,333,Unbiased,458
100,333,BarianceOpt,209
100,334,Unbiased,416
100,334,BarianceOpt,292
100,335,Unbiased,417
100,335,BarianceOpt,208
100,336,Unbiased,416
100,336,BarianceOpt,208
100,337,Unbiased,500
100,337,BarianceOpt,250
100,338,Unbiased,417
100,338,BarianceOpt,208
100,339,Unbiased,417
100,339,BarianceOpt,208
100,340,Unbiased,500
100,340,BarianceOpt,208
100,341,Unbiased,417
100,341,BarianceOpt,250
100,342,Unbiased,458
100,342,BarianceOpt,500
100,343,Unbiased,416
100,343,BarianceOpt,250
100,344,Unbiased,459
100,344,BarianceOpt,209
100,345,Unbiased,416
100,345,BarianceOpt,250
100,346,Unbiased,500
100,346,BarianceOpt,250
100,347,Unbiased,583
100,347,BarianceOpt,250
100,348,Unbiased,500
100,348,BarianceOpt,208
100,349,Unbiased,416
100,349,BarianceOpt,250
100,350,Unbiased,417
100,350,BarianceOpt,208
100,351,Unbiased,416
100,351,BarianceOpt,250
100,352,Unbiased,458
100,352,BarianceOpt,250
100,353,Unbiased,458
100,353,BarianceOpt,208
100,354,Unbiased,375
100,354,BarianceOpt,208
100,355,Unbiased,458
100,355,BarianceOpt,250
100,356,Unbiased,417
100,356,BarianceOpt,208
100,357,Unbiased,416
100,357,BarianceOpt,208
100,358,Unbiased,417
100,358,BarianceOpt,208
100,359,Unbiased,417
100,359,BarianceOpt,208
100,360,Unbiased,458
100,360,BarianceOpt,291
100,361,Unbiased,417
100,361,BarianceOpt,250
100,362,Unbiased,417
100,362,BarianceOpt,208
100,363,Unbiased,750
100,363,BarianceOpt,209
100,364,Unbiased,416
100,364,BarianceOpt,250
100,365,Unbiased,417
100,365,BarianceOpt,208
100,366,Unbiased,417
100,366,BarianceOpt,208
100,367,Unbiased,417
100,367,BarianceOpt,208
100,368,Unbiased,458
100,368,BarianceOpt,208
100,369,Unbiased,417
100,369,BarianceOpt,208
100,370,Unbiased,458
100,370,BarianceOpt,208
100,371,Unbiased,458
100,371,BarianceOpt,250
100,372,Unbiased,458
100,372,BarianceOpt,208
100,373,Unbiased,416
100,373,BarianceOpt,208
100,374,Unbiased,417
100,374,BarianceOpt,209
100,375,Unbiased,416
100,375,BarianceOpt,250
100,376,Unbiased,458
100,376,BarianceOpt,250
100,377,Unbiased,416
100,377,BarianceOpt,250
100,378,Unbiased,417
100,378,BarianceOpt,209
100,379,Unbiased,458
100,379,BarianceOpt,250
100,380,Unbiased,458
100,380,BarianceOpt,250
100,381,Unbiased,459
100,381,BarianceOpt,209
100,382,Unbiased,416
100,382,BarianceOpt,250
100,383,Unbiased,458
100,383,BarianceOpt,250
100,384,Unbiased,416
100,384,BarianceOpt,208
100,385,Unbiased,416
100,385,BarianceOpt,250
100,386,Unbiased,417
100,386,BarianceOpt,208
100,387,Unbiased,458
100,387,BarianceOpt,250
100,388,Unbiased,458
100,388,BarianceOpt,209
100,389,Unbiased,417
100,389,BarianceOpt,250
100,390,Unbiased,417
100,390,BarianceOpt,209
100,391,Unbiased,458
100,391,BarianceOpt,209
100,392,Unbiased,417
100,392,BarianceOpt,208
100,393,Unbiased,417
100,393,BarianceOpt,250
100,394,Unbiased,459
100,394,BarianceOpt,250
100,395,Unbiased,458
100,395,BarianceOpt,250
100,396,Unbiased,416
100,396,BarianceOpt,250
100,397,Unbiased,458
100,397,BarianceOpt,250
100,398,Unbiased,417
100,398,BarianceOpt,250
100,399,Unbiased,417
100,399,BarianceOpt,250
100,400,Unbiased,417
100,400,BarianceOpt,250
100,401,Unbiased,459
100,401,BarianceOpt,250
100,402,Unbiased,417
100,402,BarianceOpt,250
100,403,Unbiased,417
100,403,BarianceOpt,250
100,404,Unbiased,2583
100,404,BarianceOpt,292
100,405,Unbiased,417
100,405,BarianceOpt,250
100,406,Unbiased,417
100,406,BarianceOpt,208
100,407,Unbiased,416
100,407,BarianceOpt,209
100,408,Unbiased,417
100,408,BarianceOpt,250
100,409,Unbiased,500
100,409,BarianceOpt,209
100,410,Unbiased,416
100,410,BarianceOpt,208
100,411,Unbiased,417
100,411,BarianceOpt,208
100,412,Unbiased,417
100,412,BarianceOpt,250
100,413,Unbiased,416
100,413,BarianceOpt,209
100,414,Unbiased,458
100,414,BarianceOpt,208
100,415,Unbiased,459
100,415,BarianceOpt,291
100,416,Unbiased,500
100,416,BarianceOpt,208
100,417,Unbiased,416
100,417,BarianceOpt,333
100,418,Unbiased,542
100,418,BarianceOpt,334
100,419,Unbiased,417
100,419,BarianceOpt,333
100,420,Unbiased,416
100,420,BarianceOpt,208
100,421,Unbiased,458
100,421,BarianceOpt,209
100,422,Unbiased,417
100,422,BarianceOpt,208
100,423,Unbiased,417
100,423,BarianceOpt,250
100,424,Unbiased,416
100,424,BarianceOpt,542
100,425,Unbiased,416
100,425,BarianceOpt,208
100,426,Unbiased,417
100,426,BarianceOpt,208
100,427,Unbiased,458
100,427,BarianceOpt,209
100,428,Unbiased,416
100,428,BarianceOpt,209
100,429,Unbiased,417
100,429,BarianceOpt,250
100,430,Unbiased,417
100,430,BarianceOpt,250
100,431,Unbiased,459
100,431,BarianceOpt,250
100,432,Unbiased,417
100,432,BarianceOpt,250
100,433,Unbiased,458
100,433,BarianceOpt,250
100,434,Unbiased,500
100,434,BarianceOpt,208
100,435,Unbiased,459
100,435,BarianceOpt,250
100,436,Unbiased,417
100,436,BarianceOpt,250
100,437,Unbiased,416
100,437,BarianceOpt,208
100,438,Unbiased,459
100,438,BarianceOpt,208
100,439,Unbiased,416
100,439,BarianceOpt,208
100,440,Unbiased,417
100,440,BarianceOpt,250
100,441,Unbiased,458
100,441,BarianceOpt,208
100,442,Unbiased,417
100,442,BarianceOpt,250
100,443,Unbiased,417
100,443,BarianceOpt,208
100,444,Unbiased,458
100,444,BarianceOpt,208
100,445,Unbiased,1000
100,445,BarianceOpt,250
100,446,Unbiased,500
100,446,BarianceOpt,208
100,447,Unbiased,416
100,447,BarianceOpt,208
100,448,Unbiased,417
100,448,BarianceOpt,250
100,449,Unbiased,416
100,449,BarianceOpt,208
100,450,Unbiased,417
100,450,BarianceOpt,250
100,451,Unbiased,417
100,451,BarianceOpt,250
100,452,Unbiased,458
100,452,BarianceOpt,208
100,453,Unbiased,417
100,453,BarianceOpt,250
100,454,Unbiased,375
100,454,BarianceOpt,208
100,455,Unbiased,416
100,455,BarianceOpt,209
100,456,Unbiased,417
100,456,BarianceOpt,209
100,457,Unbiased,416
100,457,BarianceOpt,250
100,458,Unbiased,417
100,458,BarianceOpt,209
100,459,Unbiased,500
100,459,BarianceOpt,208
100,460,Unbiased,416
100,460,BarianceOpt,250
100,461,Unbiased,417
100,461,BarianceOpt,208
100,462,Unbiased,417
100,462,BarianceOpt,250
100,463,Unbiased,458
100,463,BarianceOpt,208
100,464,Unbiased,416
100,464,BarianceOpt,250
100,465,Unbiased,417
100,465,BarianceOpt,208
100,466,Unbiased,417
100,466,BarianceOpt,208
100,467,Unbiased,417
100,467,BarianceOpt,209
100,468,Unbiased,417
100,468,BarianceOpt,209
100,469,Unbiased,584
100,469,BarianceOpt,292
100,470,Unbiased,541
100,470,BarianceOpt,209
100,471,Unbiased,583
100,471,BarianceOpt,209
100,472,Unbiased,417
100,472,BarianceOpt,208
100,473,Unbiased,500
100,473,BarianceOpt,250
100,474,Unbiased,458
100,474,BarianceOpt,250
100,475,Unbiased,416
100,475,BarianceOpt,250
100,476,Unbiased,458
100,476,BarianceOpt,250
100,477,Unbiased,458
100,477,BarianceOpt,208
100,478,Unbiased,458
100,478,BarianceOpt,208
100,479,Unbiased,584
100,479,BarianceOpt,208
100,480,Unbiased,541
100,480,BarianceOpt,208
100,481,Unbiased,417
100,481,BarianceOpt,250
100,482,Unbiased,417
100,482,BarianceOpt,250
100,483,Unbiased,541
100,483,BarianceOpt,250
100,484,Unbiased,458
100,484,BarianceOpt,250
100,485,Unbiased,458
100,485,BarianceOpt,250
100,486,Unbiased,708
100,486,BarianceOpt,208
100,487,Unbiased,459
100,487,BarianceOpt,208
100,488,Unbiased,416
100,488,BarianceOpt,209
100,489,Unbiased,416
100,489,BarianceOpt,166
100,490,Unbiased,416
100,490,BarianceOpt,208
100,491,Unbiased,458
100,491,BarianceOpt,250
100,492,Unbiased,417
100,492,BarianceOpt,250
100,493,Unbiased,416
100,493,BarianceOpt,208
100,494,Unbiased,416
100,494,BarianceOpt,250
100,495,Unbiased,459
100,495,BarianceOpt,250
100,496,Unbiased,417
100,496,BarianceOpt,208
100,497,Unbiased,542
100,497,BarianceOpt,250
100,498,Unbiased,583
100,498,BarianceOpt,208
100,499,Unbiased,459
100,499,BarianceOpt,250
100,500,Unbiased,417
100,500,BarianceOpt,209
100,501,Unbiased,416
100,501,BarianceOpt,250
100,502,Unbiased,417
100,502,BarianceOpt,250
100,503,Unbiased,416
100,503,BarianceOpt,250
100,504,Unbiased,459
100,504,BarianceOpt,208
100,505,Unbiased,417
100,505,BarianceOpt,208
100,506,Unbiased,500
100,506,BarianceOpt,459
100,507,Unbiased,458
100,507,BarianceOpt,250
100,508,Unbiased,417
100,508,BarianceOpt,250
100,509,Unbiased,458
100,509,BarianceOpt,208
100,510,Unbiased,417
100,510,BarianceOpt,208
100,511,Unbiased,458
100,511,BarianceOpt,208
100,512,Unbiased,458
100,512,BarianceOpt,250
100,513,Unbiased,459
100,513,BarianceOpt,250
100,514,Unbiased,416
100,514,BarianceOpt,250
100,515,Unbiased,584
100,515,BarianceOpt,250
100,516,Unbiased,500
100,516,BarianceOpt,208
100,517,Unbiased,458
100,517,BarianceOpt,209
100,518,Unbiased,458
100,518,BarianceOpt,250
100,519,Unbiased,458
100,519,BarianceOpt,208
100,520,Unbiased,417
100,520,BarianceOpt,209
100,521,Unbiased,458
100,521,BarianceOpt,209
100,522,Unbiased,375
100,522,BarianceOpt,166
